Thank you so much, Chris. 	Cám ơn rất nhiều, Chris. 
So I've been working with a lot of the big food companies. They can make it fun and sexy and hip and crunchy and convenient to eat healthier foods, like -- I chair the advisory boards to McDonald's, and PepsiCo, and ConAgra, and Safeway, and soon Del Monte, and they're finding that it's good business. 	Thế nên tôi đang làm việc với nhiều công ty thực phẩm lớn. Họ có thể biến các thực phẩm có lợi cho sức khỏe trở nên hợp khẩu vị, tiện lợi và trông hấp dẫn hơn với thực khách -- hiện tôi đang tham gia vào ban cố vấn cho McDonald PepsiCo, ConAgra và Safeway và tới đây sẽ là Del Monte, các công ty này thấy rằng đó là việc làm ăn lợi cả đôi đường. 
The salads that you see at McDonald's came from the work -- they're going to have an Asian salad. At Pepsi, two-thirds of their revenue growth came from their better foods. 	Các món salad bạn thấy ở các cửa hàng của McDonald là kết quả của công việc -- họ sắp đưa ra một món rau trộn kiểu châu Á. Tại Pepsi, 2/3 lượng gia tăng doanh thu đến từ các thực phẩm có lợi. 
And so if we can do that, then we can free up resources for buying drugs that you really do need for treating AIDS and HIV and malaria and for preventing avian flu. Thank you. 	Vì thế nếu thành công, chúng ta có thể giải phóng các tài nguyên khác để dành cho việc mua thuốc cần thiết để chữa trị bênh HIV/AIDS, sốt rét và ngăn ngừa bệnh cúm gia cầm. Xin cảm ơn. 
	
I have a doppelganger. 	Tôi có một bản sao ma quái của chính mình! 
(Laughter) Dr. Gero is a brilliant but slightly mad scientist in the "Dragonball Z: Android Saga." 	(Cười) Tiến sĩ Gero là một nhà khoa học xuất chúng nhưng hơi hơi điên trong viên ngọc rồng Z thuộc "Tiểu thuyết Saga của người máy giả nhân". 
If you look very carefully, you see that his skull has been replaced with a transparent Plexiglas dome so that the workings of his brain can be observed and also controlled with light. 	Nếu bạn quan sát kĩ càng, bạn sẽ thấy hộp sọ của ông ta đã bị thay thế với một cái vòm Plexiglas trong suốt nhờ vậy mọi hoạt động của não có thể được quan sát và điều khiển với án sáng. 
That's exactly what I do -- optical mind control. 	Đó chính xác là điều mà tôi làm - kiểm soát suy nghĩ bằng quang học. 
(Laughter) But in contrast to my evil twin who lusts after world domination, my motives are not sinister. 	(cười) Nhưng trái hẳn với kẻ sinh đôi quỷ quái của tôi, cái kẻ luôn mơ mộng thống trị thế giới, mục tiêu của tôi hoàn toàn trong sáng chứ không tàn bạo hay ác ôn. 
I control the brain in order to understand how it works. 	Tôi kiểm soát não bộ để hiểu cách thức vận hành của nó. 
Now wait a minute, you may say, how can you go straight to controlling the brain without understanding it first? 	Hãy đợi một chút nhá, có thể bạn sẽ nói làm sao mà anh chàng này kiểm soát được não khi vẫn chưa hiểu nó? 
Isn't that putting the cart before the horse? 	Chẳng khác nào dùng xe thồ để kéo ngựa thay vì dùng ngựa kéo xe thồi? 
Many neuroscientists agree with this view and think that understanding will come from more detailed observation and analysis. 	Rất nhiều nhà thần kinh học đồng ý với quan điểm này họ nghĩ rằng sự hiểu biết sẽ đến từ các quan sát chi tiết và phân tích tỉ mỉ. 
They say, "If we could record the activity of our neurons, we would understand the brain." 	Họ nói, "Nếu như chúng ta có thể ghi nhận lại hoạt động của từng tế bào thần kinh, chúng ta sẽ hiểu rõ bộ não." 
But think for a moment what that means. 	Nhưng hãy nghĩ một chút về ý nghĩa của điều này. 
Even if we could measure what every cell is doing at all times, we would still have to make sense of the recorded activity patterns, and that's so difficult, chances are we'll understand these patterns just as little as the brains that produce them. 	Cho dù ta có đo đạc được công việc của từng tế bào tại tất cả thời điểm chúng ta còn phải giải mã xem các chuỗi hoạt động đó có ý nghĩa gì, điều đó là rất khó, khả năng là chúng ta sẽ hiểu những chuỗi hoạt động này, cũng ít như bộ não đã sản sinh ra chúng. 
Take a look at what brain activity might look like. 	Hãy thử xem coi hoạt động của não bộ trông như thế nào nhé. 
In this simulation, each black dot is one nerve cell. 	Trong lần kích thích này, mỗi điểm đen là một neuron - tế bào thần kinh. 
The dot is visible whenever a cell fires an electrical impulse. 	Chung ta chỉ nhìn thấy các điểm này khi nào tế bào có lực điện trường đi qua. 
There's 10,000 neurons here. 	Có khoảng 10 ngàn neuron ở đây. 
So you're looking at roughly one percent of the brain of a cockroach. 	Vậy là, bạn chỉ mới quan sát được khoảng 1% bộ não của một con gián thôi đó! 
Your brains are about 100 million times more complicated. 	Não của chính bạn thì phức tạp gấp 100 triệu lần vâng, 100 triệu lần cỗ máy đơn giản này. 
Somewhere, in a pattern like this, is you, your perceptions, your emotions, your memories, your plans for the future. 	Ở đâu đó, những chuỗi tín hiệu này là chính bạn, là quan niệm và nhận thức của bạn, là cảm xúc, là trí nhớ, là kế hoạch của bạn trong tương lai 
But we don't know where, since we don't know how to read the pattern. 	Nhưng chúng ta không biết ở đâu vì chúng ta không biết cách đọc những chuỗi tín hiệu này. 
We don't understand the code used by the brain. 	Chúng ta không hiểu thứ ngôn ngữ được não sử dụng. 
To make progress, we need to break the code. 	Đẻ có thể đi xa hơn, chúng ta phải tìm cách phá vỡ các mật mã này. 
But how? 	Nhưng bằng cách nào đây? 
An experienced code-breaker will tell you that in order to figure out what the symbols in a code mean, it's essential to be able to play with them, to rearrange them at will. 	Một nhà phá mật mã có kinh nghiệm sẽ nói với bạn rằng để tìm hiểu xem kí hiệu trên một mật mã có ý nghĩa gì, điều cần thiết là phải có khả năng chơi với chúng, sắp xếp chúng theo cách bạn mong muốn. 
So in this situation too, to decode the information contained in patterns like this, watching alone won't do. 	Và trong tình huống này cũng vậy, để giải mã các thông tin bên trong những chuỗi tính hiệu này, chỉ quan sát thôi thì không đủ. 
We need to rearrange the pattern. 	Chúng ta cần phải sắp xếp lại chúng. 
In other words, instead of recording the activity of neurons, we need to control it. 	Nói cách khác, thay vì ghi nhận hoạt động của neuron, chúng ta phải điều khiến nó. 
It's not essential that we can control the activity of all neurons in the brain, just some. 	Chúng ta không cần thiết phải kiếm soát toàn bộ các neuron bên trong não, chỉ cần một vài neuron là đủ. 
The more targeted our interventions, the better. 	Sự can thiệp của chúng ta càng đưỡ xác định rõ ràng càng tốt. 
And I'll show you in a moment how we can achieve the necessary precision. 	Tôi sẽ cho bạn thấy trong một khoảng khắc làm cách nào chúng ta đạt được độ chính xác cần thiết. 
And since I'm realistic, rather than grandiose, I don't claim that the ability to control the function of the nervous system will at once unravel all its mysteries. 	Và tôi khá là thực tế chứ không hão huyền. Tôi không dám chắc rằng khả năng kiểm soát chức năng của hệ thần kinh có thể ngay lập tức giúp chúng ta khám phá mọi bí ẩn của nó. 
But we'll certainly learn a lot. 	Nhưng chắc chắn chúng ta sẽ biết được rất nhiều từ đó. 
Now, I'm by no means the first person to realize how powerful a tool intervention is. 	Và tôi bây giờ không có cách nào là người đầu tiên nhận ra sức mạnh to lớn của các công cụ can thiệp này. 
The history of attempts to tinker with the function of the nervous system is long and illustrious. 	Lịch sử của những lần cố gắng để kết nối chức năng của hệ thần kinh là một lịch sử dài và vinh quang. 
It dates back at least 200 years, to Galvani's famous experiments in the late 18th century and beyond. 	Ít nhất nó đã kéo dài hơn 200 năm rồi, nó bắt đầu từ thời các thí nghiệm nổi tiếng của Galvani hồi cuối thế kỉ 18, và thậm chí là xa hơn nữa kia. 
Galvani showed that a frog's legs twitched when he connected the lumbar nerve to a source of electrical current. 	Galvani chứng minh rằng chân của mấy chú ếch bị co giật khi ông nối những dây thần kinh thắt lưng với một luồng điện. 
This experiment revealed the first, and perhaps most fundamental, nugget of the neural code: that information is written in the form of electrical impulses. 	Thí nghiệm này đã làm sáng tỏ một điều đầu tiên, và có lẽ là quan trọng nhất, nó là quặng vàng trong mật mã thần kinh: thông tin này đã được viết lại trong hình hài của các luồng xung điện. 
Galvani's approach of probing the nervous system with electrodes has remained state-of-the-art until today, despite a number of drawbacks. 	Phương thức tiếp cận của Galvani - thử nghiệm hệ thần kinh với các cực điện vẫn còn được sử dụng rộng rãi cho tới tận ngày nay mặc dù còn khá nhiều nhược điểm. 
